Random waveform, random seed
Total number of intervals = 120 (55543, 49101, 94365, 38365, 69560, 21756, 34751, 24257, 82800, 51792, 6952, 46942, 6742, 35274, 71152, 84640, 11356, 49490, 75249, 70853, 9659, 40347, 33600, 60521, 14879, 83590, 21868, 24025, 73480, 67286, 91117, 82521, 10167, 21705, 39304, 69299, 5494, 44796, 24718, 29757, 75280, 14048, 70737, 42019, 96973, 85027, 51814, 90800, 77177, 76388, 18804, 17310, 86999, 36966, 15256, 55809, 64143, 83632, 62121, 27579, 42391, 79065, 74993, 36656, 21916, 64298, 32317, 70415, 54146, 33424, 57788, 62141, 73423, 69976, 78063, 52168, 52521, 98096, 42655, 49904, 96711, 39017, 90801, 89994, 11486, 53855, 88784, 21339, 55919, 6521, 16964, 67197, 17266, 7523, 44680, 75611, 71414, 29220, 78670, 79102, 35192, 26196, 85583, 73692, 24042, 75876, 55857, 14396, 38751, 96952, 14276, 12706, 43209, 61670, 50627, 87424, 52871, 75927, 68461, 86634)
Average QPS expected = 52056
Timestamp start: 1684664931092
Timestamp end: 1684666131490

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      393.5   276.9   148.8   193.3   205.4   316.6   407.1   471.7   530.6   601.6   688.7   834.0  1167.0  1656.3 10842.9  61808.1    61670
read      394.7   255.6   148.8   192.8   205.1   337.4   432.0   492.1   541.1   600.1   669.8   773.9  1018.2  1494.3  7773.3  50565.4    50627
read      375.9   257.3   148.8   193.4   205.6   298.3   363.2   405.4   452.0   538.0   657.3   877.9  1300.8  1862.0  7547.2  87456.5    87424
read      394.4   248.7   148.8   193.5   206.1   336.0   430.2   492.3   541.7   599.4   666.4   766.6  1015.4  1502.9  7684.8  52853.9    52871
read      389.3   335.1   148.8   193.5   205.8   303.2   376.3   431.4   490.0   576.4   686.2   886.2  1345.2  2164.1  8804.8  75917.7    75927
read      387.5   267.2   148.8   193.1   205.3   309.0   392.2   453.7   511.7   587.9   677.6   830.3  1219.0  1746.0  8110.8  68255.5    68461
read      382.6   284.1   148.8   195.1   207.5   302.1   367.9   413.1   461.3   547.7   668.5   897.7  1317.4  2094.3  8596.2  86788.5    86634

Total QPS = 52056.9 (62468312 / 1200.0s)

Total connections = 64
Misses = 62468311 (100.0%)
Skipped TXs = 0 (0.0%)

RX  187404933 bytes :    0.1 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.95%,49.49%,100.00%
